sample_id	gene	gene_group	pam50_subtype	purity	ploidy	wgd	normal_depth	purity_bin	depth_regime	gis_score
SIM-04314	MRE11	DDR_SIGNALING	LumB	0.6191	1.948	False	54	MID	LOW	14.9355
SIM-04315	CHEK1	DDR_SIGNALING	LumA	0.3902	4.7051	False	37	MID	LOW	9.2445
SIM-04316	RAD50	DDR_SIGNALING	HER2E	0.6452	1.6769	True	45	MID	LOW	21.0899
SIM-04317	CHEK1	DDR_SIGNALING	HER2E	0.4517	5.3596	True	42	MID	LOW	42.9346
SIM-04318	CHEK1	DDR_SIGNALING	LumB	0.4822	2.2109	False	41	MID	LOW	49.0916
SIM-04319	FANCM	DDR_SIGNALING	Basal	0.4678	5.1823	False	51	MID	LOW	37.6746
SIM-04320	ATR	DDR_SIGNALING	LumA	0.4631	2.2702	False	41	MID	LOW	16.4332
SIM-04321	FANCM	DDR_SIGNALING	LumA	0.6491	4.1354	False	35	MID	LOW	39.4383
SIM-04322	FANCM	DDR_SIGNALING	LumB	0.647	4.1887	True	43	MID	LOW	41.9831
SIM-04323	NBN	DDR_SIGNALING	HER2E	0.467	2.3486	False	33	MID	LOW	41.69
SIM-04324	CHEK2	DDR_SIGNALING	LumA	0.4473	2.1501	False	37	MID	LOW	34.219
SIM-04325	CHEK1	DDR_SIGNALING	LumA	0.6231	2.7976	False	26	MID	LOW	-0.527
SIM-04326	MRE11	DDR_SIGNALING	LumB	0.5815	5.1308	False	38	MID	LOW	18.6627
SIM-04327	ATR	DDR_SIGNALING	HER2E	0.4472	2.5547	True	52	MID	LOW	12.85
SIM-04328	FANCM	DDR_SIGNALING	LumA	0.5841	4.8505	False	41	MID	LOW	29.6172
SIM-04329	CHEK2	DDR_SIGNALING	LumA	0.4955	4.1449	False	48	MID	LOW	15.9604
SIM-04330	CHEK2	DDR_SIGNALING	LumA	0.4574	1.9456	False	48	MID	LOW	58.3646
SIM-04331	RAD50	DDR_SIGNALING	LumA	0.5071	5.332	True	32	MID	LOW	22.7261
SIM-04332	CHEK1	DDR_SIGNALING	HER2E	0.5224	3.9479	True	35	MID	LOW	45.1296
SIM-04333	ATR	DDR_SIGNALING	LumA	0.4844	3.7824	True	34	MID	LOW	33.2887
SIM-04334	CHEK2	DDR_SIGNALING	LumA	0.6319	5.0356	True	40	MID	LOW	36.9013
SIM-04335	NBN	DDR_SIGNALING	LumA	0.5776	2.2324	False	44	MID	LOW	43.2051
SIM-04336	MRE11	DDR_SIGNALING	LumB	0.5003	4.2632	False	30	MID	LOW	26.8974
SIM-04337	ATM	DDR_SIGNALING	HER2E	0.6072	4.0206	False	39	MID	LOW	34.0386
SIM-04338	FANCM	DDR_SIGNALING	LumA	0.6027	3.301	False	33	MID	LOW	28.5933
SIM-04339	CHEK2	DDR_SIGNALING	LumB	0.4374	2.3774	False	36	MID	LOW	29.428
SIM-04340	CHEK1	DDR_SIGNALING	HER2E	0.5005	2.488	True	48	MID	LOW	23.4311
SIM-04341	MRE11	DDR_SIGNALING	LumB	0.4712	1.6782	False	45	MID	LOW	35.0127
SIM-04342	CHEK1	DDR_SIGNALING	Basal	0.4896	4.903	False	36	MID	LOW	34.5875
SIM-04343	MRE11	DDR_SIGNALING	LumA	0.5742	2.6158	False	33	MID	LOW	6.7544
SIM-04344	ATM	DDR_SIGNALING	HER2E	0.4603	4.1958	True	51	MID	LOW	35.4435
SIM-04345	MRE11	DDR_SIGNALING	LumA	0.5479	1.7641	False	53	MID	LOW	28.6976
SIM-04346	NBN	DDR_SIGNALING	LumA	0.3998	5.4013	False	33	MID	LOW	29.336
SIM-04347	FANCM	DDR_SIGNALING	LumB	0.4795	5.0951	False	40	MID	LOW	57.0103
SIM-04348	CHEK2	DDR_SIGNALING	LumA	0.4125	3.6436	False	43	MID	LOW	22.556
SIM-04349	CHEK1	DDR_SIGNALING	LumA	0.4298	5.0703	False	36	MID	LOW	14.5368
SIM-04350	ATR	DDR_SIGNALING	Basal	0.6134	3.8796	False	34	MID	LOW	8.0953
SIM-04351	FANCM	DDR_SIGNALING	LumA	0.3885	1.5876	False	55	MID	LOW	20.025
SIM-04352	NBN	DDR_SIGNALING	LumA	0.5538	3.2531	True	29	MID	LOW	26.664
SIM-04353	CHEK1	DDR_SIGNALING	LumA	0.5813	2.7486	True	33	MID	LOW	36.8065
SIM-04354	NBN	DDR_SIGNALING	Basal	0.4788	1.6052	False	64	MID	LOW	42.9717
SIM-04355	FANCM	DDR_SIGNALING	Basal	0.3856	4.7926	False	54	MID	LOW	23.9214
SIM-04356	ATR	DDR_SIGNALING	HER2E	0.3818	4.7767	True	39	MID	LOW	11.2944
SIM-04357	MRE11	DDR_SIGNALING	LumB	0.5033	1.6697	False	51	MID	LOW	44.8327
SIM-04358	FANCM	DDR_SIGNALING	LumA	0.4451	5.069	False	38	MID	LOW	14.9496
SIM-04359	CHEK2	DDR_SIGNALING	LumB	0.5202	1.7151	False	44	MID	LOW	22.4929
SIM-04360	MRE11	DDR_SIGNALING	Basal	0.4068	5.0245	False	51	MID	LOW	37.4616
SIM-04361	ATR	DDR_SIGNALING	LumA	0.5492	3.6145	False	34	MID	LOW	34.9739
SIM-04362	RAD50	DDR_SIGNALING	LumA	0.4906	1.8549	False	35	MID	LOW	6.3652
SIM-04363	RAD50	DDR_SIGNALING	LumA	0.4617	5.0533	True	37	MID	LOW	43.7141
SIM-04364	ATM	DDR_SIGNALING	Basal	0.5152	3.5427	True	40	MID	LOW	43.7895
SIM-04365	MRE11	DDR_SIGNALING	LumA	0.5917	3.7248	False	32	MID	LOW	31.5018
SIM-04366	CHEK2	DDR_SIGNALING	LumA	0.5604	5.4852	True	38	MID	LOW	32.6663
SIM-04367	CHEK2	DDR_SIGNALING	LumB	0.5509	2.6719	True	22	MID	LOW	33.0775
SIM-04368	ATR	DDR_SIGNALING	LumA	0.6474	3.2118	False	39	MID	LOW	2.3904
SIM-04369	MRE11	DDR_SIGNALING	LumA	0.3835	3.9101	False	39	MID	LOW	35.721
SIM-04370	FANCM	DDR_SIGNALING	LumB	0.6335	3.7601	True	26	MID	LOW	52.0562
SIM-04371	CHEK2	DDR_SIGNALING	LumB	0.5488	3.5494	True	39	MID	LOW	20.2916
SIM-04372	FANCM	DDR_SIGNALING	LumA	0.5932	1.6782	False	68	MID	LOW	19.7678
SIM-04373	CHEK1	DDR_SIGNALING	LumB	0.6362	2.9397	True	53	MID	LOW	29.5477
SIM-04374	ATM	DDR_SIGNALING	LumB	0.3673	1.835	True	48	MID	LOW	8.4458
SIM-04375	ATM	DDR_SIGNALING	Basal	0.5229	4.4149	False	38	MID	LOW	25.6786
SIM-04376	FANCM	DDR_SIGNALING	LumB	0.5558	2.2401	False	34	MID	LOW	35.1307
SIM-04377	RAD50	DDR_SIGNALING	LumA	0.5407	4.0426	False	50	MID	LOW	8.0144
SIM-04378	RAD50	DDR_SIGNALING	Basal	0.4028	2.9604	False	45	MID	LOW	35.6005
SIM-04379	RAD50	DDR_SIGNALING	HER2E	0.3818	5.3612	False	39	MID	LOW	30.7415
SIM-04380	ATM	DDR_SIGNALING	LumB	0.5013	4.5114	False	35	MID	LOW	27.1832
SIM-04381	ATM	DDR_SIGNALING	LumA	0.6147	1.5458	False	48	MID	LOW	23.9723
SIM-04382	ATR	DDR_SIGNALING	Basal	0.6283	2.5218	False	39	MID	LOW	39.0697
SIM-04383	ATM	DDR_SIGNALING	LumA	0.5009	3.9595	False	40	MID	LOW	48.7306
SIM-04384	NBN	DDR_SIGNALING	HER2E	0.4688	4.5965	True	44	MID	LOW	29.0554
SIM-04385	ATM	DDR_SIGNALING	LumB	0.4323	3.1529	False	41	MID	LOW	31.2595
SIM-04386	CHEK2	DDR_SIGNALING	Basal	0.6449	3.3135	False	34	MID	LOW	42.1615
SIM-04387	ATR	DDR_SIGNALING	LumB	0.4132	1.959	False	39	MID	LOW	32.0866
SIM-04388	ATR	DDR_SIGNALING	Basal	0.459	4.8197	True	41	MID	LOW	26.1321
SIM-04389	CHEK2	DDR_SIGNALING	LumB	0.6395	3.2436	False	49	MID	LOW	27.15
SIM-04390	CHEK2	DDR_SIGNALING	LumA	0.5462	2.563	True	45	MID	LOW	31.9235
SIM-04391	ATM	DDR_SIGNALING	HER2E	0.5529	3.8659	False	29	MID	LOW	20.0951
SIM-04392	ATR	DDR_SIGNALING	LumA	0.5904	1.8649	False	33	MID	LOW	39.075
SIM-04393	MRE11	DDR_SIGNALING	LumA	0.5255	2.0602	False	38	MID	LOW	43.2242
SIM-04394	CHEK1	DDR_SIGNALING	Basal	0.6047	4.2329	False	38	MID	LOW	60.6333
SIM-04395	CHEK2	DDR_SIGNALING	LumA	0.4931	2.1713	False	48	MID	LOW	35.9758
SIM-04396	FANCM	DDR_SIGNALING	LumA	0.6153	5.2556	False	27	MID	LOW	53.2573
SIM-04397	ATM	DDR_SIGNALING	LumB	0.562	3.3571	False	44	MID	LOW	17.4643
SIM-04398	FANCM	DDR_SIGNALING	LumA	0.5038	2.1819	True	29	MID	LOW	40.1215
SIM-04399	NBN	DDR_SIGNALING	LumB	0.4463	3.37	False	40	MID	LOW	34.1245
SIM-04400	NBN	DDR_SIGNALING	LumB	0.4789	2.3865	False	52	MID	LOW	16.6698
SIM-04401	CHEK1	DDR_SIGNALING	LumB	0.3696	4.4262	True	43	MID	LOW	37.791
SIM-04402	FANCM	DDR_SIGNALING	LumB	0.481	2.5905	False	40	MID	LOW	10.434
SIM-04403	RAD50	DDR_SIGNALING	LumA	0.5527	4.2106	False	54	MID	LOW	28.5835
SIM-04404	RAD50	DDR_SIGNALING	LumA	0.4225	2.1451	True	44	MID	LOW	20.3741
SIM-04405	FANCM	DDR_SIGNALING	LumA	0.3746	2.4887	False	41	MID	LOW	20.3304
SIM-04406	ATM	DDR_SIGNALING	LumA	0.4744	1.7466	True	57	MID	LOW	52.3045
SIM-04407	CHEK1	DDR_SIGNALING	LumA	0.5831	5.0458	False	36	MID	LOW	28.1104
SIM-04408	MRE11	DDR_SIGNALING	LumA	0.4348	3.2466	False	33	MID	LOW	48.131
SIM-04409	NBN	DDR_SIGNALING	LumB	0.6199	5.2067	False	47	MID	LOW	46.5345
SIM-04410	CHEK2	DDR_SIGNALING	LumA	0.5491	5.2511	False	44	MID	LOW	38.6547
SIM-04411	MRE11	DDR_SIGNALING	HER2E	0.6458	3.4842	False	42	MID	LOW	28.2578
SIM-04412	ATM	DDR_SIGNALING	HER2E	0.4892	2.1103	False	35	MID	LOW	33.3563
SIM-04413	NBN	DDR_SIGNALING	LumB	0.4726	1.8974	False	43	MID	LOW	59.5826
SIM-04414	MRE11	DDR_SIGNALING	LumA	0.3876	2.5232	False	62	MID	LOW	31.3592
SIM-04415	RAD50	DDR_SIGNALING	LumA	0.5816	2.4955	True	30	MID	LOW	38.5031
SIM-04416	RAD50	DDR_SIGNALING	LumA	0.601	4.6958	False	37	MID	LOW	42.963
SIM-04417	NBN	DDR_SIGNALING	Basal	0.54	5.3562	False	38	MID	LOW	60.6966
SIM-04418	ATR	DDR_SIGNALING	LumB	0.3918	3.2596	False	45	MID	LOW	8.8496
SIM-04419	NBN	DDR_SIGNALING	LumA	0.4753	1.7975	True	53	MID	LOW	48.7972
SIM-04420	RAD50	DDR_SIGNALING	LumA	0.6469	5.1653	False	45	MID	LOW	30.4275
SIM-04421	CHEK2	DDR_SIGNALING	LumB	0.4684	4.1708	True	35	MID	LOW	21.5372
SIM-04422	RAD50	DDR_SIGNALING	LumA	0.5078	3.1756	True	41	MID	LOW	49.7741
SIM-04423	NBN	DDR_SIGNALING	LumA	0.5263	3.4219	True	31	MID	LOW	56.6916
SIM-04424	RAD50	DDR_SIGNALING	Normal-like	0.5545	3.7245	False	51	MID	LOW	25.1325
SIM-04425	ATR	DDR_SIGNALING	HER2E	0.5994	2.4774	False	52	MID	LOW	40.8069
SIM-04426	MRE11	DDR_SIGNALING	HER2E	0.5773	3.027	False	40	MID	LOW	30.5572
SIM-04427	FANCM	DDR_SIGNALING	LumA	0.5379	4.9504	False	45	MID	LOW	10.2694
SIM-04428	RAD50	DDR_SIGNALING	Basal	0.5279	5.1508	False	33	MID	LOW	57.794
SIM-04429	CHEK2	DDR_SIGNALING	LumA	0.487	5.3532	False	39	MID	LOW	44.5393
SIM-04430	ATM	DDR_SIGNALING	LumA	0.6377	3.1348	True	45	MID	LOW	31.287
SIM-04431	CHEK2	DDR_SIGNALING	HER2E	0.4488	3.7123	True	40	MID	LOW	15.8496
SIM-04432	ATR	DDR_SIGNALING	LumA	0.3523	3.5083	False	38	MID	LOW	34.5753
SIM-04433	FANCM	DDR_SIGNALING	LumB	0.5911	2.8466	False	41	MID	LOW	41.2031
SIM-04434	ATR	DDR_SIGNALING	LumA	0.5302	5.3349	False	32	MID	LOW	44.3702
SIM-04435	CHEK1	DDR_SIGNALING	Basal	0.5617	3.2378	False	35	MID	LOW	44.4179
SIM-04436	RAD50	DDR_SIGNALING	LumA	0.6164	2.3194	True	47	MID	LOW	31.595
SIM-04437	RAD50	DDR_SIGNALING	LumA	0.581	4.311	False	47	MID	LOW	36.9991
SIM-04438	NBN	DDR_SIGNALING	LumB	0.4146	5.1288	True	47	MID	LOW	31.0405
SIM-04439	MRE11	DDR_SIGNALING	LumA	0.4476	3.2155	False	34	MID	LOW	27.3271
SIM-04440	NBN	DDR_SIGNALING	LumA	0.6064	2.6293	True	41	MID	LOW	37.9024
SIM-04441	ATR	DDR_SIGNALING	Basal	0.5689	2.5046	True	41	MID	LOW	43.3691
SIM-04442	NBN	DDR_SIGNALING	Basal	0.3561	2.536	False	38	MID	LOW	25.5751
SIM-04443	MRE11	DDR_SIGNALING	Basal	0.4031	3.0594	True	37	MID	LOW	51.3474
SIM-04444	MRE11	DDR_SIGNALING	LumA	0.4956	3.0505	False	46	MID	LOW	34.7277
SIM-04445	NBN	DDR_SIGNALING	LumA	0.3604	3.9846	False	37	MID	LOW	36.4714
SIM-04446	CHEK1	DDR_SIGNALING	LumA	0.453	3.2577	True	38	MID	LOW	43.014
SIM-04447	ATM	DDR_SIGNALING	LumA	0.6408	5.0268	False	29	MID	LOW	38.1079
SIM-04448	RAD50	DDR_SIGNALING	Basal	0.4886	3.9304	True	31	MID	LOW	39.2821
SIM-04449	FANCM	DDR_SIGNALING	Basal	0.6407	3.3825	False	39	MID	LOW	32.2695
SIM-04450	MRE11	DDR_SIGNALING	Basal	0.5062	3.1803	False	39	MID	LOW	41.3248
SIM-04451	RAD50	DDR_SIGNALING	LumB	0.4333	2.1155	False	19	MID	LOW	55.6083
SIM-04452	FANCM	DDR_SIGNALING	LumA	0.631	1.7341	False	48	MID	LOW	27.3093
SIM-04453	NBN	DDR_SIGNALING	LumA	0.4962	2.7994	False	25	MID	LOW	18.4286
SIM-04454	ATM	DDR_SIGNALING	Basal	0.4094	4.5741	False	42	MID	LOW	38.1476
SIM-04455	MRE11	DDR_SIGNALING	LumA	0.4339	3.4348	True	48	MID	LOW	41.1435
SIM-04456	FANCM	DDR_SIGNALING	LumB	0.4587	2.9117	False	54	MID	LOW	26.8666
SIM-04457	NBN	DDR_SIGNALING	Basal	0.5763	3.5895	False	26	MID	LOW	43.5313
SIM-04458	CHEK1	DDR_SIGNALING	LumA	0.3571	4.8564	False	45	MID	LOW	28.9285
SIM-04459	FANCM	DDR_SIGNALING	LumA	0.5327	4.0597	False	43	MID	LOW	23.1911
SIM-04460	CHEK2	DDR_SIGNALING	LumA	0.4467	2.6804	False	46	MID	LOW	26.6959
SIM-04461	ATM	DDR_SIGNALING	HER2E	0.5188	2.222	True	33	MID	LOW	34.749
SIM-04462	ATM	DDR_SIGNALING	LumA	0.6241	1.8326	True	35	MID	LOW	42.7258
SIM-04463	MRE11	DDR_SIGNALING	LumB	0.5914	2.8835	True	52	MID	LOW	29.8927
SIM-04464	FANCM	DDR_SIGNALING	LumA	0.452	3.6471	False	48	MID	LOW	20.0243
SIM-04465	MRE11	DDR_SIGNALING	LumA	0.3949	3.8245	False	35	MID	LOW	28.7444
SIM-04466	RAD50	DDR_SIGNALING	Basal	0.549	2.2729	False	46	MID	LOW	38.5515
SIM-04467	CHEK1	DDR_SIGNALING	LumA	0.5123	3.9192	True	47	MID	LOW	11.4322
SIM-04468	MRE11	DDR_SIGNALING	LumA	0.6433	4.7436	False	37	MID	LOW	26.1651
SIM-04469	ATM	DDR_SIGNALING	LumA	0.5298	3.87	False	37	MID	LOW	38.0019
SIM-04470	NBN	DDR_SIGNALING	Basal	0.5305	4.375	False	51	MID	LOW	28.8962
SIM-04471	RAD50	DDR_SIGNALING	HER2E	0.5159	4.2311	False	37	MID	LOW	28.0542
SIM-04472	RAD50	DDR_SIGNALING	LumA	0.5788	2.3552	False	37	MID	LOW	21.9891
SIM-04473	ATR	DDR_SIGNALING	HER2E	0.3687	4.5289	True	46	MID	LOW	19.1433
SIM-04474	CHEK2	DDR_SIGNALING	LumA	0.3524	3.523	False	36	MID	LOW	33.3594
SIM-04475	MRE11	DDR_SIGNALING	LumA	0.5953	2.226	False	37	MID	LOW	26.8919
SIM-04476	ATM	DDR_SIGNALING	LumA	0.5423	4.6992	False	35	MID	LOW	19.6341
SIM-04477	RAD50	DDR_SIGNALING	LumA	0.5284	3.1571	False	38	MID	LOW	29.4629
SIM-04478	CHEK2	DDR_SIGNALING	LumA	0.4178	2.8702	False	49	MID	LOW	33.5027
SIM-04479	FANCM	DDR_SIGNALING	LumB	0.3917	2.5146	False	58	MID	LOW	6.308
SIM-04480	MRE11	DDR_SIGNALING	LumB	0.3794	4.7088	False	38	MID	LOW	46.5269
SIM-04481	MRE11	DDR_SIGNALING	LumB	0.3597	4.6535	False	26	MID	LOW	49.2388
SIM-04482	RAD50	DDR_SIGNALING	LumA	0.4829	4.8239	False	42	MID	LOW	53.8346
SIM-04483	CHEK1	DDR_SIGNALING	LumB	0.5986	3.0598	True	33	MID	LOW	41.2702
SIM-04484	CHEK1	DDR_SIGNALING	LumB	0.4549	3.9501	False	33	MID	LOW	23.4968
SIM-04485	ATM	DDR_SIGNALING	LumA	0.491	4.3296	True	43	MID	LOW	32.8324
SIM-04486	MRE11	DDR_SIGNALING	Basal	0.568	1.7627	False	42	MID	LOW	53.6323
SIM-04487	RAD50	DDR_SIGNALING	LumA	0.3933	4.2367	False	46	MID	LOW	32.0394
SIM-04488	ATM	DDR_SIGNALING	LumA	0.3601	3.9545	False	53	MID	LOW	27.9587
SIM-04489	RAD50	DDR_SIGNALING	LumB	0.5113	2.645	True	39	MID	LOW	37.0608
SIM-04490	RAD50	DDR_SIGNALING	HER2E	0.4963	4.2218	True	29	MID	LOW	23.2274
SIM-04491	CHEK2	DDR_SIGNALING	LumB	0.5933	1.5046	True	41	MID	LOW	37.9693
SIM-04492	NBN	DDR_SIGNALING	Basal	0.4932	2.1125	False	47	MID	LOW	50.6147
SIM-04493	CHEK1	DDR_SIGNALING	LumB	0.5459	4.4727	True	45	MID	LOW	24.6083
SIM-04494	RAD50	DDR_SIGNALING	LumA	0.55	3.4737	True	43	MID	LOW	25.6309
SIM-04495	NBN	DDR_SIGNALING	LumB	0.5231	1.8356	False	41	MID	LOW	38.0958
SIM-04496	CHEK2	DDR_SIGNALING	HER2E	0.5352	2.9728	False	38	MID	LOW	21.0391
SIM-04497	NBN	DDR_SIGNALING	LumB	0.4225	4.0556	False	43	MID	LOW	11.0834
SIM-04498	CHEK1	DDR_SIGNALING	LumB	0.5318	3.62	False	47	MID	LOW	47.6014
SIM-04499	CHEK1	DDR_SIGNALING	LumB	0.5492	1.5108	False	35	MID	LOW	6.1625
SIM-04500	RAD50	DDR_SIGNALING	Basal	0.4147	3.8702	False	42	MID	LOW	48.0341
SIM-04501	RAD50	DDR_SIGNALING	LumB	0.4183	5.2474	False	40	MID	LOW	9.3607
SIM-04502	MRE11	DDR_SIGNALING	LumA	0.4959	4.7313	True	36	MID	LOW	17.4723
SIM-04503	NBN	DDR_SIGNALING	LumA	0.6449	3.4674	False	40	MID	LOW	16.9314
SIM-04504	MRE11	DDR_SIGNALING	LumA	0.5731	1.704	False	25	MID	LOW	37.6232
SIM-04505	NBN	DDR_SIGNALING	LumA	0.4421	1.7196	False	25	MID	LOW	54.443
SIM-04506	ATM	DDR_SIGNALING	LumB	0.6054	4.9645	False	33	MID	LOW	30.7206
SIM-04507	RAD50	DDR_SIGNALING	LumA	0.3793	5.2683	False	39	MID	LOW	37.1684
SIM-04508	FANCM	DDR_SIGNALING	LumA	0.5506	2.2185	False	37	MID	LOW	46.151
SIM-04509	ATM	DDR_SIGNALING	Normal-like	0.4391	3.4708	True	44	MID	LOW	29.5015
SIM-04510	CHEK1	DDR_SIGNALING	LumB	0.3534	1.7184	False	40	MID	LOW	42.7538
SIM-04511	MRE11	DDR_SIGNALING	HER2E	0.575	5.2715	False	36	MID	LOW	3.6171
SIM-04512	CHEK2	DDR_SIGNALING	LumA	0.481	4.0814	True	43	MID	LOW	29.3846
SIM-04513	ATM	DDR_SIGNALING	HER2E	0.4645	2.4427	False	29	MID	MID	15.5156
SIM-04514	CHEK1	DDR_SIGNALING	LumA	0.4599	3.8923	False	18	MID	MID	10.475
SIM-04515	NBN	DDR_SIGNALING	LumA	0.426	3.8302	True	40	MID	MID	18.9688
SIM-04516	NBN	DDR_SIGNALING	Basal	0.5121	3.3245	False	43	MID	MID	49.1022
SIM-04517	MRE11	DDR_SIGNALING	LumB	0.3842	3.7395	False	47	MID	MID	26.1033
SIM-04518	ATM	DDR_SIGNALING	LumB	0.5443	4.3926	True	42	MID	MID	52.1893
SIM-04519	ATR	DDR_SIGNALING	LumA	0.6228	3.8394	True	34	MID	MID	16.0006
SIM-04520	MRE11	DDR_SIGNALING	Basal	0.6097	5.1891	True	41	MID	MID	28.7845
SIM-04521	ATM	DDR_SIGNALING	LumB	0.5322	5.352	False	36	MID	MID	10.9364
SIM-04522	NBN	DDR_SIGNALING	LumB	0.4844	4.7028	False	42	MID	MID	34.0334
SIM-04523	RAD50	DDR_SIGNALING	LumB	0.5155	1.899	False	32	MID	MID	19.8843
SIM-04524	RAD50	DDR_SIGNALING	HER2E	0.3767	5.3884	False	34	MID	MID	28.3075
SIM-04525	RAD50	DDR_SIGNALING	LumA	0.5386	3.9579	False	34	MID	MID	25.9344
SIM-04526	MRE11	DDR_SIGNALING	LumA	0.6051	3.4148	False	50	MID	MID	43.3326
SIM-04527	FANCM	DDR_SIGNALING	LumB	0.6406	2.4639	False	39	MID	MID	51.9665
SIM-04528	RAD50	DDR_SIGNALING	LumB	0.3586	5.2663	True	49	MID	MID	33.0536
SIM-04529	NBN	DDR_SIGNALING	LumB	0.4922	2.8061	False	33	MID	MID	36.1899
SIM-04530	ATM	DDR_SIGNALING	LumA	0.5556	2.7207	False	36	MID	MID	26.3929
SIM-04531	MRE11	DDR_SIGNALING	HER2E	0.5045	2.1575	False	40	MID	MID	-2.0358
SIM-04532	NBN	DDR_SIGNALING	LumA	0.5625	1.6182	False	47	MID	MID	30.7463
SIM-04533	ATR	DDR_SIGNALING	LumA	0.3769	3.033	True	32	MID	MID	29.592
SIM-04534	ATR	DDR_SIGNALING	LumB	0.432	1.8025	False	48	MID	MID	18.6056
SIM-04535	NBN	DDR_SIGNALING	LumA	0.6391	3.0801	False	34	MID	MID	22.139
SIM-04536	NBN	DDR_SIGNALING	HER2E	0.6142	5.4387	False	49	MID	MID	31.5231
SIM-04537	ATM	DDR_SIGNALING	LumA	0.4693	4.2619	True	37	MID	MID	18.6365
SIM-04538	CHEK1	DDR_SIGNALING	LumB	0.4431	1.7962	True	39	MID	MID	43.8426
SIM-04539	MRE11	DDR_SIGNALING	Basal	0.3589	4.711	True	36	MID	MID	37.6124
SIM-04540	CHEK1	DDR_SIGNALING	LumA	0.5125	1.5924	False	49	MID	MID	39.5443
SIM-04541	RAD50	DDR_SIGNALING	LumA	0.5339	5.4772	False	42	MID	MID	41.5603
SIM-04542	CHEK1	DDR_SIGNALING	LumA	0.3833	4.001	False	38	MID	MID	34.9792
SIM-04543	FANCM	DDR_SIGNALING	Basal	0.4453	4.2931	True	36	MID	MID	48.2327
SIM-04544	FANCM	DDR_SIGNALING	HER2E	0.6308	3.9077	True	47	MID	MID	48.8027
SIM-04545	ATM	DDR_SIGNALING	LumA	0.556	2.3282	False	44	MID	MID	47.3731
SIM-04546	NBN	DDR_SIGNALING	LumA	0.3855	5.0443	False	54	MID	MID	37.1829
SIM-04547	RAD50	DDR_SIGNALING	LumA	0.3928	1.5298	False	43	MID	MID	25.745
SIM-04548	RAD50	DDR_SIGNALING	LumB	0.5865	2.3969	True	46	MID	MID	31.6137
SIM-04549	RAD50	DDR_SIGNALING	LumB	0.614	4.0141	False	40	MID	MID	37.7281
SIM-04550	RAD50	DDR_SIGNALING	LumB	0.3704	2.6146	False	36	MID	MID	23.9745
SIM-04551	ATR	DDR_SIGNALING	LumB	0.4659	3.7435	True	33	MID	MID	44.9772
SIM-04552	CHEK1	DDR_SIGNALING	LumA	0.5405	4.682	False	34	MID	MID	5.0177
SIM-04553	ATR	DDR_SIGNALING	Basal	0.3585	4.1601	True	36	MID	MID	40.8322
SIM-04554	MRE11	DDR_SIGNALING	Basal	0.6205	2.9948	True	28	MID	MID	29.2479
SIM-04555	ATR	DDR_SIGNALING	LumB	0.4227	3.1942	False	33	MID	MID	29.5476
SIM-04556	RAD50	DDR_SIGNALING	LumB	0.5882	2.0761	False	43	MID	MID	30.7917
SIM-04557	RAD50	DDR_SIGNALING	LumB	0.6158	3.5438	False	49	MID	MID	45.5958
SIM-04558	RAD50	DDR_SIGNALING	Basal	0.5584	1.5047	True	53	MID	MID	41.7353
SIM-04559	CHEK1	DDR_SIGNALING	LumA	0.434	5.3935	False	28	MID	MID	15.1787
SIM-04560	FANCM	DDR_SIGNALING	LumA	0.5074	3.691	False	39	MID	MID	42.2472
SIM-04561	CHEK1	DDR_SIGNALING	LumB	0.5021	4.2012	False	40	MID	MID	42.0402
SIM-04562	RAD50	DDR_SIGNALING	LumB	0.4042	4.1502	True	33	MID	MID	36.7173
SIM-04563	CHEK1	DDR_SIGNALING	Basal	0.5181	3.2814	False	22	MID	MID	52.8894
SIM-04564	CHEK1	DDR_SIGNALING	LumA	0.4514	2.3371	False	42	MID	MID	8.4587
SIM-04565	CHEK1	DDR_SIGNALING	Normal-like	0.5349	2.7721	True	35	MID	MID	60.035
SIM-04566	ATM	DDR_SIGNALING	Basal	0.437	4.1269	False	31	MID	MID	9.6541
SIM-04567	CHEK1	DDR_SIGNALING	LumA	0.4707	4.1546	True	19	MID	MID	47.3476
SIM-04568	ATR	DDR_SIGNALING	LumA	0.5701	1.6512	False	34	MID	MID	23.5253
SIM-04569	CHEK1	DDR_SIGNALING	Basal	0.3995	5.4485	False	45	MID	MID	40.0525
SIM-04570	MRE11	DDR_SIGNALING	LumA	0.5388	3.4322	True	43	MID	MID	18.2456
SIM-04571	MRE11	DDR_SIGNALING	Basal	0.4907	2.1957	True	37	MID	MID	62.6033
SIM-04572	FANCM	DDR_SIGNALING	Basal	0.578	2.0555	True	42	MID	MID	16.2244
SIM-04573	RAD50	DDR_SIGNALING	HER2E	0.4287	2.3088	True	56	MID	MID	37.7956
SIM-04574	CHEK2	DDR_SIGNALING	LumA	0.5344	4.5325	True	22	MID	MID	38.3579
SIM-04575	CHEK1	DDR_SIGNALING	LumB	0.5724	3.0123	True	34	MID	MID	-5.199
SIM-04576	CHEK2	DDR_SIGNALING	LumA	0.4119	2.1364	False	40	MID	MID	37.0427
SIM-04577	FANCM	DDR_SIGNALING	LumA	0.3787	2.811	False	36	MID	MID	33.5158
SIM-04578	NBN	DDR_SIGNALING	LumB	0.6483	1.6077	False	55	MID	MID	43.1469
