sample_id	gene_group	true_class	recovered_sbs3_exposure
SIM-04163	DDR_SIGNALING	Pathogenic	0.0
SIM-04164	DDR_SIGNALING	Pathogenic	0.0
SIM-04165	DDR_SIGNALING	Pathogenic	0.0
SIM-04166	DDR_SIGNALING	Pathogenic	0.0
SIM-04167	DDR_SIGNALING	Pathogenic	0.0
SIM-04168	DDR_SIGNALING	Pathogenic	0.0
SIM-04169	DDR_SIGNALING	Pathogenic	0.0
SIM-04170	DDR_SIGNALING	Pathogenic	0.402778
SIM-04171	DDR_SIGNALING	Pathogenic	0.0
SIM-04172	DDR_SIGNALING	Pathogenic	0.0
SIM-04173	DDR_SIGNALING	Pathogenic	0.0
SIM-04174	DDR_SIGNALING	Pathogenic	0.0
SIM-04175	DDR_SIGNALING	Pathogenic	0.0
SIM-04176	DDR_SIGNALING	Pathogenic	0.0
SIM-04177	DDR_SIGNALING	Pathogenic	0.0
SIM-04178	DDR_SIGNALING	Pathogenic	0.867925
SIM-04179	DDR_SIGNALING	Pathogenic	0.0
SIM-04180	DDR_SIGNALING	Pathogenic	0.0
SIM-04181	DDR_SIGNALING	Pathogenic	0.5
SIM-04182	DDR_SIGNALING	Pathogenic	0.0
SIM-04183	DDR_SIGNALING	Pathogenic	0.0
SIM-04184	DDR_SIGNALING	Pathogenic	0.0
SIM-04185	DDR_SIGNALING	Pathogenic	0.0
SIM-04186	DDR_SIGNALING	Pathogenic	0.0
SIM-04187	DDR_SIGNALING	Pathogenic	0.0
SIM-04188	DDR_SIGNALING	Pathogenic	0.0
SIM-04189	DDR_SIGNALING	Pathogenic	0.0
SIM-04190	DDR_SIGNALING	Pathogenic	0.0
SIM-04191	DDR_SIGNALING	Pathogenic	0.615385
SIM-04192	DDR_SIGNALING	Pathogenic	0.0
SIM-04193	DDR_SIGNALING	Pathogenic	0.0
SIM-04194	DDR_SIGNALING	Pathogenic	0.0
SIM-04195	DDR_SIGNALING	Pathogenic	0.0
SIM-04196	DDR_SIGNALING	Pathogenic	0.0
SIM-04197	DDR_SIGNALING	Pathogenic	0.0
SIM-04198	DDR_SIGNALING	Pathogenic	0.0
SIM-04199	DDR_SIGNALING	Pathogenic	0.0
SIM-04200	DDR_SIGNALING	Pathogenic	0.0
SIM-04201	DDR_SIGNALING	Pathogenic	0.0
SIM-04202	DDR_SIGNALING	Pathogenic	0.0
SIM-04203	DDR_SIGNALING	Pathogenic	0.0
SIM-04204	DDR_SIGNALING	Pathogenic	0.0
SIM-04205	DDR_SIGNALING	Pathogenic	0.0
SIM-04206	DDR_SIGNALING	Pathogenic	0.0
SIM-04207	DDR_SIGNALING	Pathogenic	0.0
SIM-04208	DDR_SIGNALING	Pathogenic	0.0
SIM-04209	DDR_SIGNALING	Pathogenic	0.0
SIM-04210	DDR_SIGNALING	Pathogenic	0.0
SIM-04211	DDR_SIGNALING	Pathogenic	0.0
SIM-04212	DDR_SIGNALING	Pathogenic	0.0
SIM-04213	DDR_SIGNALING	Pathogenic	0.0
SIM-04214	DDR_SIGNALING	Pathogenic	0.0
SIM-04215	DDR_SIGNALING	Pathogenic	0.0
SIM-04216	DDR_SIGNALING	Pathogenic	0.0
SIM-04217	DDR_SIGNALING	Pathogenic	0.629032
SIM-04218	DDR_SIGNALING	Pathogenic	0.0
SIM-04219	DDR_SIGNALING	Pathogenic	0.0
SIM-04220	DDR_SIGNALING	Pathogenic	0.0
SIM-04221	DDR_SIGNALING	Pathogenic	0.0
SIM-04222	DDR_SIGNALING	Pathogenic	0.0
SIM-04223	DDR_SIGNALING	Pathogenic	0.0
SIM-04224	DDR_SIGNALING	Pathogenic	0.0
SIM-04225	DDR_SIGNALING	Pathogenic	0.0
SIM-04226	DDR_SIGNALING	Pathogenic	0.0
SIM-04227	DDR_SIGNALING	Pathogenic	0.0
SIM-04228	DDR_SIGNALING	Pathogenic	0.0
SIM-04229	DDR_SIGNALING	Pathogenic	0.0
SIM-04230	DDR_SIGNALING	Pathogenic	0.0
SIM-04231	DDR_SIGNALING	Pathogenic	0.0
SIM-04232	DDR_SIGNALING	Pathogenic	0.0
SIM-04233	DDR_SIGNALING	Pathogenic	0.0
SIM-04234	DDR_SIGNALING	Pathogenic	0.0
SIM-04235	DDR_SIGNALING	Pathogenic	0.0
SIM-04236	DDR_SIGNALING	Pathogenic	0.0
SIM-04237	DDR_SIGNALING	Pathogenic	0.0
SIM-04238	DDR_SIGNALING	Pathogenic	0.0
SIM-04239	DDR_SIGNALING	Pathogenic	0.0
SIM-04240	DDR_SIGNALING	Pathogenic	0.0
SIM-04241	DDR_SIGNALING	Pathogenic	0.0
SIM-04242	DDR_SIGNALING	Pathogenic	0.0
SIM-04243	DDR_SIGNALING	Pathogenic	0.0
SIM-04244	DDR_SIGNALING	Pathogenic	0.0
SIM-04245	DDR_SIGNALING	Pathogenic	0.6
SIM-04246	DDR_SIGNALING	Pathogenic	0.0
SIM-04247	DDR_SIGNALING	Pathogenic	0.0
SIM-04248	DDR_SIGNALING	Pathogenic	0.0
SIM-04249	DDR_SIGNALING	Pathogenic	0.0
SIM-04250	DDR_SIGNALING	Pathogenic	0.0
SIM-04251	DDR_SIGNALING	Pathogenic	0.0
SIM-04252	DDR_SIGNALING	Pathogenic	0.0
SIM-04253	DDR_SIGNALING	Pathogenic	0.0
SIM-04254	DDR_SIGNALING	Pathogenic	0.0
SIM-04255	DDR_SIGNALING	Pathogenic	0.0
SIM-04256	DDR_SIGNALING	Pathogenic	0.0
SIM-04257	DDR_SIGNALING	Pathogenic	0.0
SIM-04258	DDR_SIGNALING	Pathogenic	0.0
SIM-04259	DDR_SIGNALING	Pathogenic	0.0
SIM-04260	DDR_SIGNALING	Pathogenic	0.0
SIM-04261	DDR_SIGNALING	Pathogenic	0.0
SIM-04262	DDR_SIGNALING	Pathogenic	0.0
SIM-04263	DDR_SIGNALING	Pathogenic	0.0
SIM-04264	DDR_SIGNALING	Pathogenic	0.0
SIM-04265	DDR_SIGNALING	Pathogenic	0.0
SIM-04266	DDR_SIGNALING	Pathogenic	0.0
SIM-04267	DDR_SIGNALING	Pathogenic	0.0
SIM-04268	DDR_SIGNALING	Pathogenic	0.0
SIM-04269	DDR_SIGNALING	Pathogenic	0.0
SIM-04270	DDR_SIGNALING	Pathogenic	0.0
SIM-04271	DDR_SIGNALING	Pathogenic	0.0
SIM-04272	DDR_SIGNALING	Pathogenic	0.0
SIM-04273	DDR_SIGNALING	Pathogenic	0.0
SIM-04274	DDR_SIGNALING	Pathogenic	0.0
SIM-04275	DDR_SIGNALING	Pathogenic	0.0
SIM-04276	DDR_SIGNALING	Pathogenic	0.0
SIM-04277	DDR_SIGNALING	Pathogenic	0.0
SIM-04278	DDR_SIGNALING	Pathogenic	0.0
SIM-04279	DDR_SIGNALING	Pathogenic	0.0
SIM-04280	DDR_SIGNALING	Pathogenic	0.0
SIM-04281	DDR_SIGNALING	Pathogenic	0.0
SIM-04282	DDR_SIGNALING	Pathogenic	0.640625
SIM-04283	DDR_SIGNALING	Pathogenic	0.0
SIM-04284	DDR_SIGNALING	Pathogenic	0.0
SIM-04285	DDR_SIGNALING	Pathogenic	0.0
SIM-04286	DDR_SIGNALING	Pathogenic	0.0
SIM-04287	DDR_SIGNALING	Pathogenic	0.0
SIM-04288	DDR_SIGNALING	Pathogenic	0.0
SIM-04289	DDR_SIGNALING	Pathogenic	0.0
SIM-04290	DDR_SIGNALING	Pathogenic	0.0
SIM-04291	DDR_SIGNALING	Pathogenic	0.72
SIM-04292	DDR_SIGNALING	Pathogenic	0.814815
SIM-04293	DDR_SIGNALING	Pathogenic	0.0
SIM-04294	DDR_SIGNALING	Pathogenic	0.0
SIM-04295	DDR_SIGNALING	Pathogenic	0.0
SIM-04296	DDR_SIGNALING	Pathogenic	0.0
SIM-04297	DDR_SIGNALING	Pathogenic	0.0
SIM-04298	DDR_SIGNALING	Pathogenic	0.0
SIM-04299	DDR_SIGNALING	Pathogenic	0.0
SIM-04300	DDR_SIGNALING	Pathogenic	0.0
SIM-04301	DDR_SIGNALING	Pathogenic	0.0
SIM-04302	DDR_SIGNALING	Pathogenic	0.0
SIM-04303	DDR_SIGNALING	Pathogenic	0.0
SIM-04304	DDR_SIGNALING	Pathogenic	0.0
SIM-04305	DDR_SIGNALING	Pathogenic	0.0
SIM-04306	DDR_SIGNALING	Pathogenic	0.0
SIM-04307	DDR_SIGNALING	Pathogenic	0.0
SIM-04308	DDR_SIGNALING	Pathogenic	0.0
SIM-04309	DDR_SIGNALING	Pathogenic	0.0
SIM-04310	DDR_SIGNALING	Pathogenic	0.0
SIM-04311	DDR_SIGNALING	Pathogenic	0.0
SIM-04312	DDR_SIGNALING	Pathogenic	0.0
SIM-04313	DDR_SIGNALING	Pathogenic	0.0
SIM-04314	DDR_SIGNALING	Pathogenic	0.0
SIM-04315	DDR_SIGNALING	Pathogenic	0.0
SIM-04316	DDR_SIGNALING	Pathogenic	0.0
SIM-04317	DDR_SIGNALING	Pathogenic	0.0
SIM-04318	DDR_SIGNALING	Pathogenic	0.0
SIM-04319	DDR_SIGNALING	Pathogenic	0.0
SIM-04320	DDR_SIGNALING	Pathogenic	0.0
SIM-04321	DDR_SIGNALING	Pathogenic	0.0
SIM-04322	DDR_SIGNALING	Pathogenic	0.0
SIM-04323	DDR_SIGNALING	Pathogenic	0.0
SIM-04324	DDR_SIGNALING	Pathogenic	0.0
SIM-04325	DDR_SIGNALING	Pathogenic	0.0
SIM-04326	DDR_SIGNALING	Pathogenic	0.0
SIM-04327	DDR_SIGNALING	Pathogenic	0.0
SIM-04328	DDR_SIGNALING	Pathogenic	0.0
SIM-04329	DDR_SIGNALING	Pathogenic	0.0
SIM-04330	DDR_SIGNALING	Pathogenic	0.0
SIM-04331	DDR_SIGNALING	Pathogenic	0.0
SIM-04332	DDR_SIGNALING	Pathogenic	0.0
SIM-04333	DDR_SIGNALING	Pathogenic	0.0
SIM-04334	DDR_SIGNALING	Pathogenic	0.0
SIM-04335	DDR_SIGNALING	Pathogenic	0.92
SIM-04336	DDR_SIGNALING	Pathogenic	0.0
SIM-04337	DDR_SIGNALING	Pathogenic	0.0
SIM-04338	DDR_SIGNALING	Pathogenic	0.0
SIM-04339	DDR_SIGNALING	Pathogenic	0.0
SIM-04340	DDR_SIGNALING	Pathogenic	0.0
SIM-04341	DDR_SIGNALING	Pathogenic	0.0
SIM-04342	DDR_SIGNALING	Pathogenic	0.0
SIM-04343	DDR_SIGNALING	Pathogenic	0.0
SIM-04344	DDR_SIGNALING	Pathogenic	0.0
SIM-04345	DDR_SIGNALING	Pathogenic	0.0
SIM-04346	DDR_SIGNALING	Pathogenic	0.0
SIM-04347	DDR_SIGNALING	Pathogenic	0.0
SIM-04348	DDR_SIGNALING	Pathogenic	0.0
SIM-04349	DDR_SIGNALING	Pathogenic	0.0
SIM-04350	DDR_SIGNALING	Pathogenic	0.0
SIM-04351	DDR_SIGNALING	Pathogenic	0.0
SIM-04352	DDR_SIGNALING	Pathogenic	0.0
SIM-04353	DDR_SIGNALING	Pathogenic	0.0
SIM-04354	DDR_SIGNALING	Pathogenic	0.0
SIM-04355	DDR_SIGNALING	Pathogenic	0.0
SIM-04356	DDR_SIGNALING	Pathogenic	0.0
SIM-04357	DDR_SIGNALING	Pathogenic	0.0
SIM-04358	DDR_SIGNALING	Pathogenic	0.0
SIM-04359	DDR_SIGNALING	Pathogenic	0.0
SIM-04360	DDR_SIGNALING	Pathogenic	0.0
SIM-04361	DDR_SIGNALING	Pathogenic	0.0
SIM-04362	DDR_SIGNALING	Pathogenic	0.0
SIM-04363	DDR_SIGNALING	Pathogenic	0.0
SIM-04364	DDR_SIGNALING	Pathogenic	0.0
SIM-04365	DDR_SIGNALING	Pathogenic	0.0
SIM-04366	DDR_SIGNALING	Pathogenic	0.0
SIM-04367	DDR_SIGNALING	Pathogenic	0.0
SIM-04368	DDR_SIGNALING	Pathogenic	0.0
SIM-04369	DDR_SIGNALING	Pathogenic	0.0
SIM-04370	DDR_SIGNALING	Pathogenic	0.0
SIM-04371	DDR_SIGNALING	Pathogenic	0.0
SIM-04372	DDR_SIGNALING	Pathogenic	0.0
SIM-04373	DDR_SIGNALING	Pathogenic	0.0
SIM-04374	DDR_SIGNALING	Pathogenic	0.0
SIM-04375	DDR_SIGNALING	Pathogenic	0.0
SIM-04376	DDR_SIGNALING	Pathogenic	0.0
SIM-04377	DDR_SIGNALING	Pathogenic	0.0
SIM-04378	DDR_SIGNALING	Pathogenic	0.0
SIM-04379	DDR_SIGNALING	Pathogenic	0.0
SIM-04380	DDR_SIGNALING	Pathogenic	0.0
SIM-04381	DDR_SIGNALING	Pathogenic	0.0
SIM-04382	DDR_SIGNALING	Pathogenic	0.0
SIM-04383	DDR_SIGNALING	Pathogenic	0.0
SIM-04384	DDR_SIGNALING	Pathogenic	0.0
SIM-04385	DDR_SIGNALING	Pathogenic	0.0
SIM-04386	DDR_SIGNALING	Pathogenic	0.0
SIM-04387	DDR_SIGNALING	Pathogenic	0.0
SIM-04388	DDR_SIGNALING	Pathogenic	0.0
SIM-04389	DDR_SIGNALING	Pathogenic	0.0
SIM-04390	DDR_SIGNALING	Pathogenic	0.0
SIM-04391	DDR_SIGNALING	Pathogenic	0.0
SIM-04392	DDR_SIGNALING	Pathogenic	0.0
SIM-04393	DDR_SIGNALING	Pathogenic	0.0
SIM-04394	DDR_SIGNALING	Pathogenic	0.0
SIM-04395	DDR_SIGNALING	Pathogenic	0.0
SIM-04396	DDR_SIGNALING	Pathogenic	0.0
SIM-04397	DDR_SIGNALING	Pathogenic	0.0
SIM-04398	DDR_SIGNALING	Pathogenic	0.0
SIM-04399	DDR_SIGNALING	Pathogenic	0.0
SIM-04400	DDR_SIGNALING	Pathogenic	0.0
SIM-04401	DDR_SIGNALING	Pathogenic	0.0
SIM-04402	DDR_SIGNALING	Pathogenic	0.0
SIM-04403	DDR_SIGNALING	Pathogenic	0.0
SIM-04404	DDR_SIGNALING	Pathogenic	0.0
SIM-04405	DDR_SIGNALING	Pathogenic	0.0
SIM-04406	DDR_SIGNALING	Pathogenic	0.0
SIM-04407	DDR_SIGNALING	Pathogenic	0.0
SIM-04408	DDR_SIGNALING	Pathogenic	0.0
SIM-04409	DDR_SIGNALING	Pathogenic	0.0
SIM-04410	DDR_SIGNALING	Pathogenic	0.0
SIM-04411	DDR_SIGNALING	Pathogenic	0.0
SIM-04412	DDR_SIGNALING	Pathogenic	0.0
SIM-04413	DDR_SIGNALING	Pathogenic	0.0
SIM-04414	DDR_SIGNALING	Pathogenic	0.0
SIM-04415	DDR_SIGNALING	Pathogenic	0.0
SIM-04416	DDR_SIGNALING	Pathogenic	0.0
SIM-04417	DDR_SIGNALING	Pathogenic	0.0
SIM-04418	DDR_SIGNALING	Pathogenic	0.0
SIM-04419	DDR_SIGNALING	Pathogenic	0.0
SIM-04420	DDR_SIGNALING	Pathogenic	0.383562
SIM-04421	DDR_SIGNALING	Pathogenic	0.0
SIM-04422	DDR_SIGNALING	Pathogenic	0.0
SIM-04423	DDR_SIGNALING	Pathogenic	0.0
SIM-04424	DDR_SIGNALING	Pathogenic	0.0
SIM-04425	DDR_SIGNALING	Pathogenic	0.0
SIM-04426	DDR_SIGNALING	Pathogenic	0.0
SIM-04427	DDR_SIGNALING	Pathogenic	0.0
SIM-04428	DDR_SIGNALING	Pathogenic	0.0
SIM-04429	DDR_SIGNALING	Pathogenic	0.0
SIM-04430	DDR_SIGNALING	Pathogenic	0.0
SIM-04431	DDR_SIGNALING	Pathogenic	0.0
SIM-04432	DDR_SIGNALING	Pathogenic	0.0
SIM-04433	DDR_SIGNALING	Pathogenic	0.0
SIM-04434	DDR_SIGNALING	Pathogenic	0.0
SIM-04435	DDR_SIGNALING	Pathogenic	0.0
SIM-04436	DDR_SIGNALING	Pathogenic	0.0
SIM-04437	DDR_SIGNALING	Pathogenic	0.0
SIM-04438	DDR_SIGNALING	Pathogenic	0.0
SIM-04439	DDR_SIGNALING	Pathogenic	0.0
SIM-04440	DDR_SIGNALING	Pathogenic	0.0
SIM-04441	DDR_SIGNALING	Pathogenic	0.0
SIM-04442	DDR_SIGNALING	Pathogenic	0.0
SIM-04443	DDR_SIGNALING	Pathogenic	0.0
SIM-04444	DDR_SIGNALING	Pathogenic	0.0
SIM-04445	DDR_SIGNALING	Pathogenic	0.0
SIM-04446	DDR_SIGNALING	Pathogenic	0.0
SIM-04447	DDR_SIGNALING	Pathogenic	0.0
SIM-04448	DDR_SIGNALING	Pathogenic	0.0
SIM-04449	DDR_SIGNALING	Pathogenic	0.0
SIM-04450	DDR_SIGNALING	Pathogenic	0.0
SIM-04451	DDR_SIGNALING	Pathogenic	0.0
SIM-04452	DDR_SIGNALING	Pathogenic	0.0
SIM-04453	DDR_SIGNALING	Pathogenic	0.0
SIM-04454	DDR_SIGNALING	Pathogenic	0.0
SIM-04455	DDR_SIGNALING	Pathogenic	0.0
SIM-04456	DDR_SIGNALING	Pathogenic	0.0
SIM-04457	DDR_SIGNALING	Pathogenic	0.0
SIM-04458	DDR_SIGNALING	Pathogenic	0.0
SIM-04459	DDR_SIGNALING	Pathogenic	0.0
SIM-04460	DDR_SIGNALING	Pathogenic	0.0
SIM-04461	DDR_SIGNALING	Pathogenic	0.0
SIM-04462	DDR_SIGNALING	Pathogenic	0.0
SIM-04463	DDR_SIGNALING	Pathogenic	0.0
SIM-04464	DDR_SIGNALING	Pathogenic	0.0
SIM-04465	DDR_SIGNALING	Pathogenic	0.0
SIM-04466	DDR_SIGNALING	Pathogenic	0.0
SIM-04467	DDR_SIGNALING	Pathogenic	0.0
SIM-04468	DDR_SIGNALING	Pathogenic	0.0
SIM-04469	DDR_SIGNALING	Pathogenic	0.0
SIM-04470	DDR_SIGNALING	Pathogenic	0.0
SIM-04471	DDR_SIGNALING	Pathogenic	0.0
SIM-04472	DDR_SIGNALING	Pathogenic	0.0
SIM-04473	DDR_SIGNALING	Pathogenic	0.0
SIM-04474	DDR_SIGNALING	Pathogenic	0.0
SIM-04475	DDR_SIGNALING	Pathogenic	0.0
SIM-04476	DDR_SIGNALING	Pathogenic	0.0
SIM-04477	DDR_SIGNALING	Pathogenic	0.0
SIM-04478	DDR_SIGNALING	Pathogenic	0.0
SIM-04479	DDR_SIGNALING	Pathogenic	0.0
SIM-04480	DDR_SIGNALING	Pathogenic	0.0
SIM-04481	DDR_SIGNALING	Pathogenic	0.0
SIM-04482	DDR_SIGNALING	Pathogenic	0.0
SIM-04483	DDR_SIGNALING	Pathogenic	0.0
SIM-04484	DDR_SIGNALING	Pathogenic	0.0
SIM-04485	DDR_SIGNALING	Pathogenic	0.0
SIM-04486	DDR_SIGNALING	Pathogenic	0.0
SIM-04487	DDR_SIGNALING	Pathogenic	0.0
SIM-04488	DDR_SIGNALING	Pathogenic	0.0
SIM-04489	DDR_SIGNALING	Pathogenic	0.0
SIM-04490	DDR_SIGNALING	Pathogenic	0.0
SIM-04491	DDR_SIGNALING	Pathogenic	0.0
SIM-04492	DDR_SIGNALING	Pathogenic	0.4875
SIM-04493	DDR_SIGNALING	Pathogenic	0.0
SIM-04494	DDR_SIGNALING	Pathogenic	0.0
SIM-04495	DDR_SIGNALING	Pathogenic	0.0
SIM-04496	DDR_SIGNALING	Pathogenic	0.0
SIM-04497	DDR_SIGNALING	Pathogenic	0.0
SIM-04498	DDR_SIGNALING	Pathogenic	0.0
SIM-04499	DDR_SIGNALING	Pathogenic	0.0
SIM-04500	DDR_SIGNALING	Pathogenic	0.0
SIM-04501	DDR_SIGNALING	Pathogenic	0.0
SIM-04502	DDR_SIGNALING	Pathogenic	0.0
SIM-04503	DDR_SIGNALING	Pathogenic	0.0
SIM-04504	DDR_SIGNALING	Pathogenic	0.0
SIM-04505	DDR_SIGNALING	Pathogenic	0.0
SIM-04506	DDR_SIGNALING	Pathogenic	0.0
SIM-04507	DDR_SIGNALING	Pathogenic	0.0
SIM-04508	DDR_SIGNALING	Pathogenic	0.0
SIM-04509	DDR_SIGNALING	Pathogenic	0.0
SIM-04510	DDR_SIGNALING	Pathogenic	0.0
SIM-04511	DDR_SIGNALING	Pathogenic	0.0
SIM-04512	DDR_SIGNALING	Pathogenic	0.0
SIM-04513	DDR_SIGNALING	Pathogenic	0.0
SIM-04514	DDR_SIGNALING	Pathogenic	0.0
SIM-04515	DDR_SIGNALING	Pathogenic	0.0
SIM-04516	DDR_SIGNALING	Pathogenic	0.0
SIM-04517	DDR_SIGNALING	Pathogenic	0.0
SIM-04518	DDR_SIGNALING	Pathogenic	0.491803
SIM-04519	DDR_SIGNALING	Pathogenic	0.0
SIM-04520	DDR_SIGNALING	Pathogenic	0.0
SIM-04521	DDR_SIGNALING	Pathogenic	0.0
SIM-04522	DDR_SIGNALING	Pathogenic	0.468085
SIM-04523	DDR_SIGNALING	Pathogenic	0.0
SIM-04524	DDR_SIGNALING	Pathogenic	0.0
SIM-04525	DDR_SIGNALING	Pathogenic	0.0
SIM-04526	DDR_SIGNALING	Pathogenic	0.0
SIM-04527	DDR_SIGNALING	Pathogenic	0.0
SIM-04528	DDR_SIGNALING	Pathogenic	0.0
SIM-04529	DDR_SIGNALING	Pathogenic	0.0
SIM-04530	DDR_SIGNALING	Pathogenic	0.0
SIM-04531	DDR_SIGNALING	Pathogenic	0.0
SIM-04532	DDR_SIGNALING	Pathogenic	0.0
SIM-04533	DDR_SIGNALING	Pathogenic	0.0
SIM-04534	DDR_SIGNALING	Pathogenic	0.0
SIM-04535	DDR_SIGNALING	Pathogenic	0.0
SIM-04536	DDR_SIGNALING	Pathogenic	0.0
SIM-04537	DDR_SIGNALING	Pathogenic	0.0
SIM-04538	DDR_SIGNALING	Pathogenic	0.0
SIM-04539	DDR_SIGNALING	Pathogenic	0.0
SIM-04540	DDR_SIGNALING	Pathogenic	0.0
SIM-04541	DDR_SIGNALING	Pathogenic	0.0
SIM-04542	DDR_SIGNALING	Pathogenic	0.0
SIM-04543	DDR_SIGNALING	Pathogenic	0.0
SIM-04544	DDR_SIGNALING	Pathogenic	0.0
SIM-04545	DDR_SIGNALING	Pathogenic	0.0
SIM-04546	DDR_SIGNALING	Pathogenic	0.0
SIM-04547	DDR_SIGNALING	Pathogenic	0.0
SIM-04548	DDR_SIGNALING	Pathogenic	0.0
SIM-04549	DDR_SIGNALING	Pathogenic	0.0
SIM-04550	DDR_SIGNALING	Pathogenic	0.0
SIM-04551	DDR_SIGNALING	Pathogenic	0.0
SIM-04552	DDR_SIGNALING	Pathogenic	0.0
SIM-04553	DDR_SIGNALING	Pathogenic	0.0
SIM-04554	DDR_SIGNALING	Pathogenic	0.0
SIM-04555	DDR_SIGNALING	Pathogenic	0.0
SIM-04556	DDR_SIGNALING	Pathogenic	0.0
SIM-04557	DDR_SIGNALING	Pathogenic	0.0
SIM-04558	DDR_SIGNALING	Pathogenic	0.0
SIM-04559	DDR_SIGNALING	Pathogenic	0.0
SIM-04560	DDR_SIGNALING	Pathogenic	0.0
SIM-04561	DDR_SIGNALING	Pathogenic	0.0
SIM-04562	DDR_SIGNALING	Pathogenic	0.0
SIM-04563	DDR_SIGNALING	Pathogenic	0.0
SIM-04564	DDR_SIGNALING	Pathogenic	0.0
SIM-04565	DDR_SIGNALING	Pathogenic	0.0
SIM-04566	DDR_SIGNALING	Pathogenic	0.0
SIM-04567	DDR_SIGNALING	Pathogenic	0.0
SIM-04568	DDR_SIGNALING	Pathogenic	0.0
SIM-04569	DDR_SIGNALING	Pathogenic	0.0
SIM-04570	DDR_SIGNALING	Pathogenic	0.0
SIM-04571	DDR_SIGNALING	Pathogenic	0.0
SIM-04572	DDR_SIGNALING	Pathogenic	0.0
SIM-04573	DDR_SIGNALING	Pathogenic	0.619048
SIM-04574	DDR_SIGNALING	Pathogenic	0.0
SIM-04575	DDR_SIGNALING	Pathogenic	0.0
SIM-04576	DDR_SIGNALING	Pathogenic	0.0
SIM-04577	DDR_SIGNALING	Pathogenic	0.0
SIM-04578	DDR_SIGNALING	Pathogenic	0.0
SIM-04579	DDR_SIGNALING	Pathogenic	0.0
SIM-04580	DDR_SIGNALING	Pathogenic	0.0
SIM-04581	DDR_SIGNALING	Pathogenic	0.0
SIM-04582	DDR_SIGNALING	Pathogenic	0.0
SIM-04583	DDR_SIGNALING	Pathogenic	0.0
SIM-04584	DDR_SIGNALING	Pathogenic	0.0
SIM-04585	DDR_SIGNALING	Pathogenic	0.0
SIM-04586	DDR_SIGNALING	Pathogenic	0.0
SIM-04587	DDR_SIGNALING	Pathogenic	0.0
SIM-04588	DDR_SIGNALING	Pathogenic	0.0
SIM-04589	DDR_SIGNALING	Pathogenic	0.0
SIM-04590	DDR_SIGNALING	Pathogenic	0.0
SIM-04591	DDR_SIGNALING	Pathogenic	0.936508
SIM-04592	DDR_SIGNALING	Pathogenic	0.0
SIM-04593	DDR_SIGNALING	Pathogenic	0.0
SIM-04594	DDR_SIGNALING	Pathogenic	0.0
SIM-04595	DDR_SIGNALING	Pathogenic	0.0
SIM-04596	DDR_SIGNALING	Pathogenic	0.0
SIM-04597	DDR_SIGNALING	Pathogenic	0.0
SIM-04598	DDR_SIGNALING	Pathogenic	0.0
SIM-04599	DDR_SIGNALING	Pathogenic	0.0
SIM-04600	DDR_SIGNALING	Pathogenic	0.0
SIM-04601	DDR_SIGNALING	Pathogenic	0.0
SIM-04602	DDR_SIGNALING	Pathogenic	0.0
SIM-04603	DDR_SIGNALING	Pathogenic	0.0
SIM-04604	DDR_SIGNALING	Pathogenic	0.0
SIM-04605	DDR_SIGNALING	Pathogenic	0.0
SIM-04606	DDR_SIGNALING	Pathogenic	0.0
SIM-04607	DDR_SIGNALING	Pathogenic	0.0
SIM-04608	DDR_SIGNALING	Pathogenic	0.0
SIM-04609	DDR_SIGNALING	Pathogenic	0.0
SIM-04610	DDR_SIGNALING	Pathogenic	0.0
SIM-04611	DDR_SIGNALING	Pathogenic	0.0
SIM-04612	DDR_SIGNALING	Pathogenic	0.0
SIM-04613	DDR_SIGNALING	Pathogenic	0.0
SIM-04614	DDR_SIGNALING	Pathogenic	0.0
SIM-04615	DDR_SIGNALING	Pathogenic	0.0
SIM-04616	DDR_SIGNALING	Pathogenic	0.0
SIM-04617	DDR_SIGNALING	Pathogenic	0.0
SIM-04618	DDR_SIGNALING	Pathogenic	0.0
SIM-04619	DDR_SIGNALING	Pathogenic	0.0
SIM-04620	DDR_SIGNALING	Pathogenic	0.0
SIM-04621	DDR_SIGNALING	Pathogenic	0.0
SIM-04622	DDR_SIGNALING	Pathogenic	0.0
SIM-04623	DDR_SIGNALING	Pathogenic	0.0
SIM-04624	DDR_SIGNALING	Pathogenic	0.0
SIM-04625	DDR_SIGNALING	Pathogenic	0.0
SIM-04626	DDR_SIGNALING	Pathogenic	0.0
SIM-04627	DDR_SIGNALING	Pathogenic	0.0
SIM-04628	DDR_SIGNALING	Pathogenic	0.0
SIM-04629	DDR_SIGNALING	Pathogenic	0.0
SIM-04630	DDR_SIGNALING	Pathogenic	0.0
SIM-04631	DDR_SIGNALING	Pathogenic	0.0
SIM-04632	DDR_SIGNALING	Pathogenic	0.0
SIM-04633	DDR_SIGNALING	Pathogenic	0.0
SIM-04634	DDR_SIGNALING	Pathogenic	0.0
SIM-04635	DDR_SIGNALING	Pathogenic	0.0
SIM-04636	DDR_SIGNALING	Pathogenic	0.0
SIM-04637	DDR_SIGNALING	Pathogenic	0.0
SIM-04638	DDR_SIGNALING	Pathogenic	0.536232
SIM-04639	DDR_SIGNALING	Pathogenic	0.0
SIM-04640	DDR_SIGNALING	Pathogenic	0.0
SIM-04641	DDR_SIGNALING	Pathogenic	0.0
SIM-04642	DDR_SIGNALING	Pathogenic	0.0
SIM-04643	DDR_SIGNALING	Pathogenic	0.0
