Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SIM-03333	51	0.664	51.696	101.365%	6.832	74.991%	0.8914	0.42
SIM-03334	56	0.762	51.041	91.145%	6.865	64.868%	0.80448	0.64
SIM-03335	33	0.649	38.129	115.542%	5.472	76.623%	1.15349	0.512
SIM-03336	74	0.74	62.035	83.831%	7.873	69.588%	0.67105	0.499
SIM-03337	55	0.764	49.706	90.375%	6.48	65.126%	0.71026	0.631
SIM-03338	43	0.579	53.251	123.84%	7.518	82.521%	1.22696	0.392
SIM-03339	59	0.65	58.622	99.359%	8.402	76.382%	0.83103	0.434
SIM-03340	54	0.728	45.657	84.55%	6.177	69.061%	0.76757	0.507
SIM-03341	48	0.722	45.964	95.758%	6.122	70.224%	0.86178	0.564
SIM-03342	53	0.744	53.057	100.108%	6.788	66.884%	0.78042	0.613
SIM-03343	63	0.747	58.844	93.403%	8.36	66.72%	0.75243	0.635
SIM-03344	56	0.705	58.146	103.832%	7.997	71.243%	0.93302	0.571
SIM-03345	45	0.637	47.717	106.038%	6.254	78.793%	0.93565	0.386
SIM-03346	46	0.632	43.584	94.748%	7.486	78.047%	0.94785	0.467
SIM-03347	56	0.753	49.39	88.196%	6.179	65.868%	0.71857	0.56
SIM-03348	74	0.825	56.574	76.451%	7.337	56.606%	0.59522	0.72
SIM-03349	77	0.79	60.483	78.549%	7.69	61.373%	0.57575	0.617
SIM-03350	58	0.757	51.824	89.352%	7.04	65.365%	0.75753	0.624
SIM-03351	66	0.689	65.074	98.597%	8.12	73.515%	0.82268	0.441
SIM-03352	62	0.836	51.037	82.318%	6.818	54.941%	0.66487	0.77
SIM-03353	62	0.711	57.745	93.137%	7.694	71.437%	0.76551	0.517
SIM-03354	52	0.742	48.994	94.219%	6.591	67.981%	0.8452	0.608
SIM-03355	42	0.703	41.933	99.84%	5.951	71.128%	0.92232	0.561
SIM-03356	57	0.798	47.513	83.356%	6.12	60.302%	0.66428	0.679
SIM-03357	17	0.5	24.854	146.2%	4.36	87.2%	1.80739	0.391
SIM-03358	67	0.806	50.139	74.834%	6.795	59.827%	0.60048	0.68
SIM-03359	62	0.815	45.938	74.094%	6.237	58.934%	0.65275	0.7
SIM-03360	84	0.814	67.232	80.038%	8.581	58.386%	0.62801	0.703
SIM-03361	31	0.58	38.201	123.229%	5.243	81.882%	1.209	0.366
SIM-03362	60	0.805	46.43	77.383%	6.28	59.34%	0.56884	0.686
SIM-03363	65	0.632	71.418	109.874%	9.612	77.708%	0.91388	0.406
SIM-03364	47	0.658	53.768	114.4%	7.807	75.473%	1.15928	0.528
SIM-03365	51	0.777	42.195	82.735%	5.413	63.354%	0.64167	0.614
SIM-03366	41	0.645	48.071	117.246%	6.258	76.454%	1.00341	0.457
SIM-03367	40	0.594	48.209	120.522%	6.766	83.284%	1.20551	0.417
SIM-03368	67	0.771	60.671	90.554%	7.878	63.69%	0.6995	0.645
SIM-03369	90	0.744	73.625	81.806%	9.323	66.935%	0.58744	0.468
SIM-03370	55	0.753	49.389	89.798%	6.689	65.909%	0.70966	0.616
SIM-03371	38	0.708	40.398	106.311%	5.735	70.593%	0.98957	0.596
SIM-03372	93	0.806	67.833	72.939%	9.237	60.001%	0.55291	0.67
SIM-03373	51	0.787	47.173	92.496%	6.198	61.672%	0.74053	0.694
SIM-03374	48	0.754	42.508	88.558%	5.88	65.74%	0.72651	0.619
SIM-03375	48	0.769	43.74	91.125%	5.737	64.142%	0.76757	0.646
SIM-03376	12	0.635	14.512	120.933%	2.906	77.666%	1.68615	0.578
SIM-03377	71	0.76	56.55	79.648%	7.704	66.305%	0.65928	0.578
SIM-03378	26	0.691	29.572	113.738%	4.575	72.337%	1.28157	0.606
SIM-03379	69	0.751	56.519	81.912%	7.618	66.056%	0.6673	0.554
SIM-03380	58	0.71	55.521	95.726%	7.147	70.766%	0.85255	0.504
SIM-03381	64	0.721	58.372	91.206%	8.007	69.692%	0.77811	0.548
SIM-03382	80	0.781	64.757	80.946%	8.084	62.744%	0.5728	0.598
SIM-03383	48	0.757	41.622	86.712%	6.062	65.368%	0.76258	0.639
SIM-03384	35	0.686	38.144	108.983%	4.898	73.015%	1.03628	0.514
SIM-03385	67	0.718	61.091	91.181%	8.107	70.297%	0.7301	0.52
SIM-03386	65	0.786	56.431	86.817%	7.944	63.4%	0.80127	0.695
SIM-03387	90	0.795	62.972	69.969%	8.495	60.679%	0.47933	0.595
SIM-03388	45	0.664	47.513	105.584%	6.304	75.891%	1.0299	0.466
SIM-03389	55	0.692	54.75	99.545%	7.698	73.733%	0.87685	0.536
SIM-03390	52	0.723	51.951	99.906%	6.81	69.504%	0.88835	0.576
SIM-03391	24	0.646	28.835	120.146%	4.606	76.767%	1.15358	0.551
SIM-03392	75	0.809	53.829	71.772%	7.015	59.077%	0.50089	0.644
SIM-03393	46	0.74	48.904	106.313%	7.254	67.352%	1.02442	0.665
SIM-03394	54	0.709	51.383	95.154%	7.009	70.802%	0.79445	0.535
SIM-03395	55	0.733	54.71	99.473%	7.447	68.848%	0.90351	0.614
SIM-03396	70	0.803	60.452	86.36%	8.111	59.795%	0.72103	0.715
SIM-03397	72	0.688	72.904	101.256%	10.25	72.844%	0.78829	0.529
SIM-03398	53	0.788	50.329	94.96%	6.541	61.533%	0.76	0.699
SIM-03399	61	0.758	47.688	78.177%	6.552	65.85%	0.64492	0.561
SIM-03400	53	0.674	54.188	102.242%	6.536	74.485%	0.84223	0.381
SIM-03401	81	0.796	64.492	79.62%	8.19	60.542%	0.58244	0.644
SIM-03402	66	0.724	56.068	84.952%	8.208	69.871%	0.75419	0.556
SIM-03403	64	0.789	55.671	86.986%	6.917	61.622%	0.70502	0.658
SIM-03404	62	0.773	51.347	82.818%	6.426	63.627%	0.6545	0.585
SIM-03405	42	0.755	39.963	95.15%	5.078	65.557%	0.7653	0.618
SIM-03406	37	0.533	46.441	125.516%	7.812	84.733%	1.18492	0.384
SIM-03407	58	0.802	50.016	86.234%	6.558	59.866%	0.64285	0.705
SIM-03408	46	0.724	43.433	94.42%	5.636	69.374%	0.76578	0.541
SIM-03409	70	0.746	58.423	83.461%	7.549	66.724%	0.64312	0.518
SIM-03410	41	0.668	45.243	110.349%	6.491	74.952%	1.06761	0.533
SIM-03411	55	0.724	50.973	92.678%	6.417	69.602%	0.77778	0.509
SIM-03412	45	0.729	45.85	101.889%	6.007	68.456%	0.85961	0.596
SIM-03413	68	0.724	62.23	91.515%	8.19	69.218%	0.71739	0.528
SIM-03414	63	0.718	57.909	91.919%	7.443	70.646%	0.6767	0.503
SIM-03415	54	0.785	48.202	89.263%	6.065	61.901%	0.73415	0.663
SIM-03416	67	0.753	59.681	89.076%	8.177	66.989%	0.73427	0.621
SIM-03417	78	0.797	59.81	76.679%	7.741	60.447%	0.59474	0.636
SIM-03418	78	0.762	65.892	84.477%	8.616	64.946%	0.63974	0.591
SIM-03419	70	0.746	61.291	87.559%	7.595	66.613%	0.65874	0.52
SIM-03420	51	0.68	57.371	112.492%	7.361	74.74%	1.01778	0.525
SIM-03421	35	0.71	37.589	107.397%	4.934	70.486%	1.05577	0.575
SIM-03422	83	0.814	62.056	74.766%	8.499	58.234%	0.58796	0.703
SIM-03423	47	0.804	35.183	74.857%	5.153	59.502%	0.62927	0.7
SIM-03424	77	0.783	62.306	80.917%	7.747	62.631%	0.58548	0.602
SIM-03425	53	0.629	59.711	112.662%	8.159	78.149%	0.9648	0.427
SIM-03426	106	0.862	65.183	61.493%	8.371	50.757%	0.40153	0.74
SIM-03427	49	0.757	47.011	95.941%	6.288	66.653%	0.89608	0.648
SIM-03428	51	0.749	50.507	99.033%	6.322	66.273%	0.79822	0.612
SIM-03429	56	0.744	50.99	91.054%	6.348	67.67%	0.78051	0.556
SIM-03430	46	0.726	48.958	106.43%	6.263	69.163%	0.85663	0.599
SIM-03431	54	0.748	52.744	97.674%	7.048	66.597%	0.90073	0.632
SIM-03432	48	0.7	48.151	100.315%	6.27	71.922%	0.83146	0.515
SIM-03433	60	0.803	49.695	82.825%	6.429	59.692%	0.62561	0.689
SIM-03434	84	0.711	70.83	84.321%	9.899	72.583%	0.73319	0.485
SIM-03435	49	0.813	38.365	78.296%	5.488	58.173%	0.74346	0.728
SIM-03436	61	0.776	49.815	81.664%	6.701	63.038%	0.66276	0.629
SIM-03437	57	0.678	54.574	95.744%	7.622	74.383%	0.88581	0.471
SIM-03438	36	0.716	36.897	102.492%	5.079	70.433%	0.89248	0.591
SIM-03439	41	0.679	42.466	103.576%	5.83	73.451%	0.88222	0.503
SIM-03440	73	0.753	61.755	84.596%	8.275	66.042%	0.66942	0.581
SIM-03441	83	0.82	66.453	80.064%	8.317	58.374%	0.6173	0.711
SIM-03442	58	0.784	52.112	89.848%	7.031	62.146%	0.85142	0.685
SIM-03443	62	0.748	57.783	93.198%	7.393	66.933%	0.77355	0.595
SIM-03444	81	0.784	60.337	74.49%	7.932	62.128%	0.5601	0.582
SIM-03445	36	0.705	37.461	104.058%	5.832	71.787%	1.19343	0.612
SIM-03446	89	0.777	67.312	75.631%	9.187	63.548%	0.59233	0.599
SIM-03447	58	0.783	50.816	87.614%	6.638	62.171%	0.66727	0.665
SIM-03448	47	0.711	46.475	98.883%	6.333	70.367%	0.81197	0.559
SIM-03449	58	0.71	54.069	93.222%	7.25	70.418%	0.76817	0.509
SIM-03450	69	0.787	59.426	86.125%	7.594	61.799%	0.63158	0.659
SIM-03451	63	0.66	62.475	99.167%	8.663	76.273%	0.88044	0.443
SIM-03452	77	0.826	56.738	73.686%	6.75	56.446%	0.50808	0.663
SIM-03453	83	0.868	49.348	59.455%	6.495	49.669%	0.42055	0.758
SIM-03454	57	0.806	46.452	81.495%	6.189	59.28%	0.66969	0.701
SIM-03455	69	0.788	52.654	76.31%	6.727	62.191%	0.56745	0.597
SIM-03456	53	0.736	52.459	98.979%	6.991	68.884%	0.84894	0.613
SIM-03457	61	0.681	62.082	101.774%	8.054	73.218%	0.82845	0.46
SIM-03458	79	0.747	65.642	83.091%	8.435	66.477%	0.60772	0.509
SIM-03459	46	0.738	42.112	91.548%	6.26	67.503%	0.76684	0.622
SIM-03460	75	0.757	63.884	85.179%	8.406	65.441%	0.66732	0.583
SIM-03461	32	0.654	35.087	109.647%	5.46	75.717%	1.03155	0.531
SIM-03462	55	0.766	51.919	94.398%	6.877	64.693%	0.96104	0.657
SIM-03463	52	0.739	48.57	93.404%	6.217	67.833%	0.79373	0.573
SIM-03464	62	0.71	58.911	95.018%	7.96	70.913%	0.86112	0.532
SIM-03465	74	0.729	64.03	86.527%	8.852	68.705%	0.66449	0.539
SIM-03466	48	0.773	41.688	86.85%	5.848	63.807%	0.80072	0.663
SIM-03467	47	0.7	47.922	101.962%	6.227	71.903%	0.86838	0.525
SIM-03468	60	0.761	50.617	84.362%	6.77	65.144%	0.74683	0.602
SIM-03469	57	0.668	57.151	100.265%	7.341	74.537%	0.85186	0.393
SIM-03470	75	0.793	56.914	75.885%	7.718	61.596%	0.61126	0.648
SIM-03471	51	0.736	47.032	92.22%	5.924	68.404%	0.76647	0.546
SIM-03472	44	0.709	43.301	98.411%	6.695	70.571%	0.99772	0.6
SIM-03473	74	0.795	57.205	77.304%	7.611	60.937%	0.5979	0.652
SIM-03474	39	0.708	40.016	102.605%	4.981	71.157%	0.86163	0.523
SIM-03475	66	0.831	47.912	72.594%	6.246	55.644%	0.52854	0.719
SIM-03476	25	0.644	28.275	113.1%	4.277	76.817%	1.39108	0.513
SIM-03477	90	0.831	62.752	69.724%	8.032	57.666%	0.53456	0.698
SIM-03478	81	0.74	72.988	90.109%	9.976	67.722%	0.78208	0.59
SIM-03479	60	0.766	55.831	93.052%	7.606	65.221%	0.87458	0.663
SIM-03480	79	0.772	59.981	75.925%	8.801	63.682%	0.57008	0.623
SIM-03481	63	0.774	52.245	82.929%	6.603	63.834%	0.62751	0.598
SIM-03482	59	0.747	57.753	97.886%	7.641	67.275%	0.88541	0.629
SIM-03483	78	0.75	66.343	85.055%	8.632	66.204%	0.62694	0.551
SIM-03484	55	0.794	48.28	87.782%	6.172	60.815%	0.73362	0.684
SIM-03485	64	0.753	57.129	89.264%	7.466	67.594%	0.71424	0.6
SIM-03486	75	0.788	62.008	82.677%	7.817	61.607%	0.61934	0.636
SIM-03487	55	0.751	48.451	88.093%	6.77	66.068%	0.77054	0.614
SIM-03488	64	0.825	50.474	78.866%	6.416	56.71%	0.58564	0.723
SIM-03489	70	0.775	63.682	90.974%	8.578	63.238%	0.73592	0.669
SIM-03490	59	0.698	55.415	93.924%	7.059	72.424%	0.7058	0.445
SIM-03491	55	0.712	52.993	96.351%	7.136	71.006%	0.82046	0.546
SIM-03492	79	0.76	68.076	86.172%	8.942	67.212%	0.68572	0.606
SIM-03493	78	0.744	66.9	85.769%	9.012	67.171%	0.64369	0.566
SIM-03494	74	0.791	56.189	75.931%	7.045	61.319%	0.53773	0.589
SIM-03495	48	0.743	41.494	86.446%	6.774	67.073%	0.78812	0.645
SIM-03496	57	0.815	46.078	80.839%	5.818	57.891%	0.5768	0.704
SIM-03497	56	0.734	49.051	87.591%	6.421	68.448%	0.70896	0.528
SIM-03498	65	0.819	54.935	84.515%	7.144	57.756%	0.69926	0.735
SIM-03499	43	0.748	44.985	104.616%	5.761	66.522%	0.92831	0.641
SIM-03500	32	0.752	33.176	103.675%	4.476	65.995%	0.94412	0.661
SIM-03501	58	0.777	52.799	91.033%	6.927	64.316%	0.74046	0.669
SIM-03502	45	0.737	45.533	101.184%	5.927	67.544%	0.83482	0.61
SIM-03503	50	0.637	53.649	107.298%	7.608	77.649%	1.03504	0.442
SIM-03504	65	0.795	50.639	77.906%	7.29	61.393%	0.70013	0.688
SIM-03505	67	0.728	61.939	92.446%	8.268	68.662%	0.73455	0.554
SIM-03506	44	0.732	43.173	98.12%	5.796	68.307%	0.91145	0.598
SIM-03507	65	0.751	55.385	85.208%	7.681	66.108%	0.6819	0.595
SIM-03508	83	0.799	61.496	74.092%	8.073	60.34%	0.55633	0.634
SIM-03509	68	0.695	61.939	91.087%	8.194	71.866%	0.71569	0.424
SIM-03510	36	0.711	38.632	107.311%	5.27	70.423%	0.99967	0.591
SIM-03511	68	0.765	63.57	93.485%	7.893	64.446%	0.74026	0.623
SIM-03512	64	0.742	57.304	89.538%	7.766	71.492%	0.77867	0.593
SIM-03513	77	0.806	60.736	78.878%	7.929	59.264%	0.5911	0.684
SIM-03514	59	0.73	53.348	90.42%	7.006	68.372%	0.72097	0.537
SIM-03515	72	0.718	64.818	90.025%	8.801	71.86%	0.75614	0.533
SIM-03516	92	0.819	61.342	66.676%	8.241	58.273%	0.49524	0.656
SIM-03517	70	0.803	50.901	72.716%	6.722	59.884%	0.50522	0.642
SIM-03518	69	0.814	55.47	80.391%	6.904	59.42%	0.60224	0.696
SIM-03519	58	0.782	48.313	83.298%	6.627	62.619%	0.67402	0.662
SIM-03520	54	0.78	46.648	86.385%	6.007	64.035%	0.69961	0.648
SIM-03521	72	0.763	56.711	78.765%	7.856	65.017%	0.66702	0.586
SIM-03522	58	0.687	55.153	95.091%	7.273	72.73%	0.77778	0.439
SIM-03523	79	0.802	63.689	80.619%	8.302	59.759%	0.58256	0.68
SIM-03524	83	0.814	67.057	80.792%	8.343	58.556%	0.62989	0.697
SIM-03525	34	0.759	33.055	97.221%	4.323	65.172%	0.84702	0.648
SIM-03526	31	0.65	34.056	109.858%	5.058	77.134%	1.1227	0.51
SIM-03527	49	0.716	49.597	101.218%	7.226	70.519%	0.89471	0.607
SIM-03528	51	0.682	49.456	96.973%	6.387	73.751%	0.77997	0.429
SIM-03529	47	0.556	57.937	123.27%	8.316	84.436%	1.25091	0.346
SIM-03530	63	0.679	61.761	98.033%	8.27	75.182%	0.84837	0.468
SIM-03531	71	0.728	61.514	86.639%	7.675	68.647%	0.6685	0.445
SIM-03532	25	0.524	34.653	138.612%	5.455	85.193%	1.40421	0.37
SIM-03533	51	0.752	46.316	90.816%	6.442	66.094%	0.77927	0.628
SIM-03534	74	0.789	63.096	85.265%	8.02	61.511%	0.68272	0.657
SIM-03535	52	0.753	47.403	91.16%	6.314	65.828%	0.77134	0.613
SIM-03536	59	0.757	55.277	93.69%	6.504	65.368%	0.75686	0.571
SIM-03537	81	0.779	65.271	80.581%	9.002	63.182%	0.65099	0.645
SIM-03538	60	0.703	58.003	96.672%	7.739	72.482%	0.84631	0.52
SIM-03539	63	0.742	58.538	92.917%	7.613	67.029%	0.73693	0.583
SIM-03540	76	0.829	55.822	73.45%	7.21	55.96%	0.54856	0.715
SIM-03541	51	0.715	51.738	101.447%	7.074	70.389%	0.86781	0.582
SIM-03542	62	0.775	51.983	83.844%	7.153	63.724%	0.69356	0.649
SIM-03543	55	0.729	52.67	95.764%	7.172	70.668%	0.83351	0.594
SIM-03544	65	0.732	60.412	92.942%	8.155	68.196%	0.72609	0.575
SIM-03545	61	0.818	45.405	74.434%	6.05	58.488%	0.57736	0.703
SIM-03546	13	0.493	18.968	145.908%	3.374	87.116%	1.81902	0.38
SIM-03547	75	0.775	59.228	78.971%	8.503	63.912%	0.62878	0.644
SIM-03548	76	0.816	52.25	68.75%	6.779	58.562%	0.48237	0.643
SIM-03549	72	0.704	66.573	92.462%	8.593	71.116%	0.74914	0.45
SIM-03550	58	0.705	58.856	101.476%	8.272	70.932%	0.83249	0.568
SIM-03551	44	0.702	47.902	108.868%	6.842	71.333%	0.98987	0.592
SIM-03552	72	0.741	63.828	88.65%	8.333	67.59%	0.7376	0.558
SIM-03553	69	0.659	69.282	100.409%	9.151	75.476%	0.82012	0.396
SIM-03554	35	0.62	41.629	118.94%	6.123	79.715%	1.32428	0.479
SIM-03555	63	0.768	57.11	90.651%	7.302	64.291%	0.77023	0.632
SIM-03556	48	0.76	43.254	90.112%	5.715	65.556%	0.89821	0.626
SIM-03557	50	0.69	48.071	96.142%	6.389	72.341%	0.79716	0.463
SIM-03558	52	0.69	53.855	103.567%	7.669	75.934%	1.00923	0.558
SIM-03559	55	0.629	58.249	105.907%	7.708	79.082%	0.93828	0.368
SIM-03560	41	0.683	41.316	100.771%	5.935	73.615%	0.98492	0.528
SIM-03561	68	0.706	61.429	90.337%	7.509	71.596%	0.71725	0.382
SIM-03562	44	0.681	48.074	109.259%	7.111	73.344%	0.98029	0.563
SIM-03563	43	0.759	42.612	99.098%	5.661	65.368%	0.8386	0.661
SIM-03564	69	0.802	56.482	81.858%	7.201	59.801%	0.61434	0.676
SIM-03565	69	0.721	61.339	88.897%	8.197	70.032%	0.7328	0.517
SIM-03566	72	0.811	54.857	76.19%	6.803	58.769%	0.62014	0.658
SIM-03567	55	0.755	51.987	94.522%	7.174	69.354%	0.89574	0.65
SIM-03568	34	0.652	40.562	119.3%	6.342	75.801%	1.03262	0.553
SIM-03569	61	0.775	52.362	85.839%	7.185	63.26%	0.74504	0.656
SIM-03570	79	0.798	62.461	79.065%	8.468	60.332%	0.56532	0.677
SIM-03571	55	0.759	49.089	89.253%	6.36	65.252%	0.71314	0.607
SIM-03572	84	0.815	60.557	72.092%	8.274	57.93%	0.48941	0.69
SIM-03573	59	0.721	55.841	94.646%	7.558	69.284%	0.80367	0.557
SIM-03574	83	0.796	62.083	74.799%	8.2	62.707%	0.53709	0.638
SIM-03575	60	0.791	44.973	74.955%	6.195	61.34%	0.61917	0.641
SIM-03576	60	0.811	50.382	83.97%	6.54	58.731%	0.63222	0.717
SIM-03577	38	0.79	38.589	101.55%	5.132	61.339%	0.9468	0.722
SIM-03578	46	0.73	42.788	93.017%	6.337	68.334%	0.84429	0.61
SIM-03579	39	0.707	38.395	98.449%	5.281	71.209%	0.93202	0.553
SIM-03580	73	0.818	51.254	70.211%	6.629	57.481%	0.52502	0.658
SIM-03581	68	0.628	71.575	105.257%	9.553	80.167%	0.87254	0.375
SIM-03582	59	0.809	49.083	83.192%	6.28	59.077%	0.67363	0.705
SIM-03583	51	0.766	47.486	93.11%	6.394	64.262%	0.75008	0.657
SIM-03584	72	0.76	59.852	83.128%	7.766	65.171%	0.58619	0.568
SIM-03585	57	0.708	55.319	97.051%	7.584	70.721%	0.81493	0.544
SIM-03586	67	0.774	56.902	84.928%	7.889	63.366%	0.66525	0.653
SIM-03587	99	0.848	65.561	66.223%	8.176	53.109%	0.43935	0.713
SIM-03588	70	0.687	64.547	92.21%	8.166	72.749%	0.70758	0.346
SIM-03589	40	0.677	44.134	110.335%	6.095	73.913%	1.08118	0.535
SIM-03590	59	0.782	46.61	79.0%	6.852	63.347%	0.75768	0.67
SIM-03591	62	0.722	56.572	91.245%	7.517	69.2%	0.71696	0.525
SIM-03592	43	0.642	45.977	106.923%	6.208	77.001%	0.95243	0.42
SIM-03593	55	0.776	45.697	83.085%	6.461	63.053%	0.69354	0.658
SIM-03594	56	0.702	57.035	101.848%	7.936	72.445%	0.95581	0.565
SIM-03595	68	0.705	61.187	89.981%	7.707	70.949%	0.67671	0.391
SIM-03596	90	0.817	69.884	77.649%	8.987	58.011%	0.56765	0.701
SIM-03597	55	0.747	50.415	91.664%	6.567	68.097%	0.82285	0.597
SIM-03598	43	0.628	51.602	120.005%	7.497	79.468%	1.23576	0.494
SIM-03599	66	0.663	64.735	98.083%	9.818	74.862%	0.83601	0.49
SIM-03600	44	0.73	43.617	99.13%	6.036	68.344%	0.88643	0.609
SIM-03601	77	0.757	66.626	86.527%	9.033	65.36%	0.64534	0.61
SIM-03602	67	0.794	54.986	82.069%	7.061	60.771%	0.69214	0.66
SIM-03603	33	0.575	41.697	126.355%	5.609	81.816%	1.1554	0.345
SIM-03604	65	0.766	56.954	87.622%	7.735	64.683%	0.78151	0.64
SIM-03605	57	0.81	48.395	84.904%	6.118	58.6%	0.67975	0.709
SIM-03606	75	0.837	60.153	80.204%	7.712	54.946%	0.61982	0.758
SIM-03607	67	0.739	62.839	93.79%	8.18	67.468%	0.78032	0.582
SIM-03608	70	0.731	60.511	86.444%	7.67	68.33%	0.67319	0.475
SIM-03609	80	0.744	66.57	83.212%	8.61	68.068%	0.68749	0.519
SIM-03610	50	0.691	49.686	99.372%	6.192	72.973%	0.85548	0.451
SIM-03611	52	0.7	49.584	95.354%	6.93	72.25%	0.8437	0.53
SIM-03612	69	0.761	61.156	88.632%	8.188	64.935%	0.64894	0.624
SIM-03613	55	0.658	54.565	99.209%	7.508	76.232%	0.85421	0.428
SIM-03614	77	0.804	58.712	76.249%	7.883	59.59%	0.57587	0.673
SIM-03615	57	0.799	44.283	77.689%	6.178	60.291%	0.70614	0.683
SIM-03616	51	0.757	44.527	87.308%	5.741	65.425%	0.70665	0.588
SIM-03617	96	0.79	73.894	76.973%	10.16	61.379%	0.53709	0.648
SIM-03618	81	0.771	64.699	79.875%	9.022	63.636%	0.65478	0.622
SIM-03619	39	0.712	38.531	98.797%	5.061	70.868%	0.91705	0.545
SIM-03620	36	0.679	38.948	108.189%	5.202	73.567%	0.97336	0.514
SIM-03621	52	0.712	50.576	97.262%	6.753	70.405%	0.86202	0.541
SIM-03622	41	0.653	43.928	107.141%	6.136	76.108%	1.04703	0.471
SIM-03623	50	0.706	49.84	99.68%	7.498	70.849%	0.92849	0.589
SIM-03624	55	0.764	47.933	87.151%	6.858	64.515%	0.76239	0.651
SIM-03625	68	0.805	51.021	75.031%	6.775	59.421%	0.55549	0.664
SIM-03626	40	0.629	47.819	119.548%	6.333	79.163%	1.24034	0.453
SIM-03627	67	0.705	62.062	92.63%	8.059	70.956%	0.72883	0.461
SIM-03628	77	0.799	58.886	76.475%	7.679	60.898%	0.58229	0.651
SIM-03629	62	0.772	56.749	91.531%	8.338	64.329%	0.76951	0.689
SIM-03630	59	0.749	54.425	92.246%	7.608	66.471%	0.81291	0.63
SIM-03631	57	0.825	47.008	82.47%	6.283	57.118%	0.62798	0.752
SIM-03632	65	0.823	49.666	76.409%	6.657	56.875%	0.57196	0.726
SIM-03633	65	0.76	55.717	85.718%	6.942	65.305%	0.68468	0.564
SIM-03634	36	0.598	42.953	119.314%	6.133	81.956%	1.20042	0.425
SIM-03635	53	0.724	50.458	95.204%	6.361	68.995%	0.76951	0.524
SIM-03636	59	0.675	55.902	94.749%	7.946	74.097%	0.8548	0.461
SIM-03637	59	0.741	56.81	96.288%	7.538	67.422%	0.76303	0.606
SIM-03638	47	0.701	49.837	106.036%	7.384	71.384%	0.92658	0.593
SIM-03639	84	0.732	71.879	85.57%	9.292	68.132%	0.65141	0.483
SIM-03640	54	0.639	55.224	102.267%	7.687	78.455%	0.99334	0.412
SIM-03641	55	0.741	50.101	91.093%	6.392	67.755%	0.77917	0.562
SIM-03642	85	0.825	58.048	68.292%	7.778	56.577%	0.53264	0.685
SIM-03643	73	0.75	61.86	84.74%	7.812	66.742%	0.65535	0.531
SIM-03644	27	0.644	33.233	123.085%	4.531	76.588%	1.16695	0.504
SIM-03645	48	0.721	45.515	94.823%	6.043	69.318%	0.73885	0.546
SIM-03646	81	0.757	64.158	79.207%	8.496	65.744%	0.53908	0.538
SIM-03647	72	0.733	63.647	88.399%	8.447	68.068%	0.70083	0.537
SIM-03648	83	0.82	61.22	73.759%	8.037	57.554%	0.56533	0.698
SIM-03649	12	0.639	16.489	137.408%	3.096	77.4%	1.80007	0.593
SIM-03650	71	0.684	72.755	102.472%	10.129	73.291%	0.8033	0.521
SIM-03651	61	0.693	58.475	95.861%	7.857	73.912%	0.84772	0.494
SIM-03652	44	0.724	46.994	106.805%	6.687	75.715%	1.04551	0.633
SIM-03653	53	0.769	49.553	93.496%	6.776	66.127%	0.83139	0.672
SIM-03654	45	0.754	44.716	99.369%	6.803	65.767%	0.83876	0.68
SIM-03655	67	0.747	60.555	90.381%	8.061	66.943%	0.7242	0.597
SIM-03656	73	0.774	65.466	89.679%	8.428	63.349%	0.67957	0.645
SIM-03657	69	0.767	58.068	84.157%	7.55	65.965%	0.66451	0.608
SIM-03658	25	0.651	29.498	117.992%	4.869	76.041%	1.16221	0.562
SIM-03659	78	0.805	59.17	75.859%	7.962	59.345%	0.54756	0.676
SIM-03660	64	0.738	57.287	89.511%	7.547	68.894%	0.82691	0.564
SIM-03661	78	0.816	56.263	72.132%	8.056	58.754%	0.58792	0.712
SIM-03662	23	0.66	27.479	119.474%	3.756	75.12%	1.15555	0.526
SIM-03663	47	0.747	42.875	91.223%	5.838	66.53%	0.75088	0.607
SIM-03664	25	0.66	29.456	117.824%	4.048	75.169%	1.22047	0.523
SIM-03665	55	0.767	48.099	87.453%	6.661	64.394%	0.73206	0.649
SIM-03666	66	0.812	52.066	78.888%	6.504	58.408%	0.62175	0.682
SIM-03667	57	0.688	55.412	97.214%	7.381	72.727%	0.82195	0.47
SIM-03668	65	0.771	55.128	84.812%	7.262	63.938%	0.73539	0.623
SIM-03669	55	0.807	48.912	88.931%	6.16	59.002%	0.73107	0.714
SIM-03670	56	0.799	43.415	77.527%	6.592	60.176%	0.69441	0.709
SIM-03671	28	0.757	29.478	105.279%	5.204	66.091%	1.0967	0.717
SIM-03672	65	0.755	55.922	86.034%	7.339	66.718%	0.66303	0.589
SIM-03673	49	0.75	45.549	92.957%	5.807	66.177%	0.74459	0.593
SIM-03674	46	0.653	50.995	110.859%	6.619	76.944%	0.96896	0.456
SIM-03675	53	0.753	46.765	88.236%	6.254	66.292%	0.79285	0.602
SIM-03676	73	0.714	66.026	90.447%	8.517	70.247%	0.72075	0.47
SIM-03677	71	0.803	56.786	79.98%	7.07	59.967%	0.56695	0.667
SIM-03678	34	0.632	37.335	109.809%	5.179	78.076%	1.0834	0.432
SIM-03679	67	0.781	51.562	76.958%	7.02	63.297%	0.65178	0.621
SIM-03680	68	0.812	52.647	77.422%	6.42	58.606%	0.57524	0.662
